PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,                                      Group HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
1220,"1,5-anhydroglucitol (1,5-AG)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20675,LC/MS Neg,100000580,802,163.0612,64960,154-58-5,C07326,HMDB0002712,0.9991,1.0009,1.0435,1.0344,1.1085,1.0186,1.0454,0.8409,0.9852,0.848,1.102,1.0018,1.1037,0.9772,0.6416,0.8841,0.9474,0.6842
2804,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen,52673,LC/MS Pos Late,100009002,2300,724.5276,52925126,,,HMDB0011352,1.0925,0.9999,1.011,0.7704,0.8456,0.9432,0.8723,1.0778,1.0001,0.9052,1.2246,1.0884,1.0757,0.9687,0.9256,1.1778,1.035,0.8793
2814,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,Plasmalogen,52682,LC/MS Pos Late,100009009,2300,742.5745,24779386,,,HMDB0011211,1.0746,0.9407,1.4394,0.8648,1.0092,0.8205,1.109,0.9063,1.0528,0.8009,1.0597,1.0103,1.3019,0.9908,0.8494,1.5231,0.9665,0.9554
2801,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,Lipid,Plasmalogen,52677,LC/MS Pos Late,100009069,2400,700.5276,52925127,,,HMDB0011343,0.9848,0.8788,0.7779,0.4825,0.6883,0.6451,1.2712,1.0687,1.0733,0.9096,1.203,0.8551,1.0427,1.1812,1.1265,1.4831,1.0152,0.8435
2806,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen,52478,LC/MS Pos Late,100009007,2550,744.5902,34779384,,,HMDB0007996,1.2961,1.3268,1.4697,1.0522,1.0001,1.0343,0.9594,0.9383,0.8256,0.7695,0.8573,0.9498,1.0492,1.0148,0.6206,1.1284,0.9999,0.8132
2800,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,Plasmalogen,52477,LC/MS Pos Late,100009005,2750,702.5432,52925128,,,HMDB0011342,0.9604,1.0396,1.0834,0.6724,0.5785,0.5937,0.8992,1.1301,0.8876,0.8402,1.3036,1.136,1.0682,1.1953,0.7793,1.5399,1.0861,0.9488
2802,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,Plasmalogen,52716,LC/MS Pos Late,100009162,2550,718.5745,11146967,,,HMDB0011206,1.3064,1.3885,1.3772,1.0257,0.9618,0.9674,1.029,0.9968,0.9677,0.9158,0.9315,1.0032,1.1487,1.0662,0.6947,1.1767,0.896,0.8693
2833,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,Lipid,Lysoplasmalogen,52474,LC/MS Neg,100002875,6450,554.3463,10917802,,,HMDB0010407,1,0.3248,0.8191,1.1854,1.1773,0.6337,1.2948,1.3074,0.3248,0.3248,0.6953,0.9432,0.3248,0.3248,1.0968,0.3248,1.1616,0.3398
2834,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lipid,Lysoplasmalogen,39270,LC/MS Neg,100003000,6285,436.2833,,,,HMDB0011152,0.8254,0.6545,0.7913,1.1491,1.0436,0.7838,1.7179,1.5325,0.9057,0.8949,1.0832,1.0874,0.9564,0.9502,1.4178,0.9137,1.2609,1.7263
2818,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen,52475,LC/MS Pos Late,100008999,2550,752.5589,9547058,,,HMDB0005779,1.0777,1.0628,0.9155,0.7593,0.8853,0.8606,1.0111,0.9716,0.922,0.9809,0.9889,1.166,1.2619,1.0721,0.7788,1.1605,1.1163,1.0298
2810,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,Lipid,Plasmalogen,52748,LC/MS Pos Late,100009225,2750,728.5589,,,,HMDB0011376,0.9734,1.1819,0.9723,0.7151,0.9853,0.6709,1.2071,1.1167,0.9891,0.9162,1.0128,1.0109,1.3598,1.2791,0.7314,1.499,1.128,0.9822
2809,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),Lipid,Plasmalogen,52614,LC/MS Pos Late,100008919,3100,730.5745,42607457,144371-68-6,,HMDB0011375,1.0208,0.9781,1.0758,0.4819,0.9619,0.694,1.2837,1.1112,0.9078,0.6315,0.9976,1.0368,1.2072,1.0024,0.7011,1.1642,1.1591,0.8054
2838,1-(1-enyl-stearoyl)-GPE (P-18:0)*,Lipid,Lysoplasmalogen,39271,LC/MS Pos Late,100003001,1649,466.3292,,,,,1.0389,0.9563,0.9546,1.0014,0.9986,0.7475,1.5178,0.9809,1.0241,0.8681,0.9692,1.0268,0.9158,0.8659,1.0477,1.1672,1.1859,1.1266
2635,1-arachidonoyl-GPC* (20:4)*,Lipid,Lysophospholipid,33228,LC/MS Pos Late,100001551,1460,544.3398,24779476,,C05208,HMDB0010395,0.8134,0.9152,0.8367,1.1232,0.7912,0.8099,0.9645,0.7346,0.7355,1.1078,1.0636,1.3554,1.0355,1.3964,1.2198,0.9316,1.3177,1.6946
2686,1-arachidonoyl-GPE (20:4n6)*,Lipid,Lysophospholipid,35186,LC/MS Neg,100001571,5874,500.2783,42607465,,,HMDB0011517,1.0015,0.9985,1.2648,1.8494,0.8826,0.955,1.7499,0.9324,0.5312,0.9304,1.189,1.375,0.7981,1.5501,0.6445,0.6634,1.844,1.0559
2731,1-arachidonoyl-GPI* (20:4)*,Lipid,Lysophospholipid,34214,LC/MS Neg,100001654,5482,619.2889,121596217,,,HMDB0061690,1.1396,0.8378,1.2478,2.3584,0.6673,0.7104,1.366,0.8604,0.6688,0.8316,1.2662,1.677,0.7459,1.5608,0.6226,0.4982,1.4262,1.2072
2862,1-arachidonylglycerol (20:4),Lipid,Monoacylglycerol,34397,LC/MS Neg,100001433,6250,303.2329,16019980;5282281,35474-99-8,C13857,HMDB11578,1.1705,1.1426,1.0915,1.1298,0.9293,1.1545,1.1721,0.354,0.2759,0.5282,0.7238,1.0236,1,0.8737,0.2759,0.8038,0.8086,1.0079
391,1-carboxyethylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62558,LC/MS Neg,100020427,2628,202.1085,,,,,1.6084,1.9729,1.1223,0.9326,0.9915,0.5913,2.3079,0.8447,1.6079,0.5153,2.1707,1.0085,0.9596,0.8754,0.5996,3.8435,1.1652,0.6987
340,1-carboxyethylleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62559,LC/MS Neg,100020425,2663,202.1085,,,,,2.0538,2.2888,1.1632,0.8687,1.0345,0.6159,2.297,0.9655,1.5513,0.6159,1.9436,0.8087,0.7904,0.5555,0.5922,3.9111,1.0682,0.7102
146,1-carboxyethylphenylalanine,Amino Acid,Phenylalanine Metabolism,62566,LC/MS Neg,100020419,2844,236.0928,59100900,,,,1.5718,1.2199,1.1548,0.8185,1.0196,0.7025,2.0196,0.9533,1.1649,0.4646,1.5684,0.7386,0.6085,0.481,0.674,1.4729,1.0795,0.9804
164,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,62564,LC/MS Neg,100020421,1846,252.0877,,,,,1.2098,1.0006,1.0086,0.7534,0.9899,0.7139,2.3291,0.9994,1.5271,0.4044,1.5928,0.8856,0.8226,0.6236,0.7052,1.3378,1.1227,1.2399
420,1-carboxyethylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",62562,LC/MS Neg,100020423,2008,188.0928,,,,,1.5567,1.8544,1.0218,0.7713,0.8818,0.5605,2.2225,1.0817,1.6735,0.5649,1.8699,1.0137,0.8461,0.7113,0.6415,4.2057,0.9863,0.9319
2861,1-dihomo-linolenylglycerol (20:3),Lipid,Monoacylglycerol,48341,LC/MS Neg,100006121,6400,305.2486,,,,,1.0387,1.6252,0.9568,1.5197,0.6217,0.9179,1.3255,0.3002,0.3796,0.9613,0.7621,1.9926,1.1181,1.8463,0.4857,1.3755,0.7386,1.5722
2866,1-docosahexaenoylglycerol (22:6),Lipid,Monoacylglycerol,35153,LC/MS Neg,100001481,6150,309.2224,53480995,,,HMDB0011587,0.98,1.2306,1.0507,2.1625,0.252,0.8909,1.4329,0.252,0.252,0.252,0.2599,1.2214,0.252,1.02,0.252,0.4382,0.9143,0.252
2649,1-lignoceroyl-GPC (24:0),Lipid,Lysophospholipid,49617,LC/MS Pos Late,100002873,1907,608.465,24779481,325171-59-3,,HMDB0010405,0.9854,1.0893,1.0051,1.0802,1.1942,0.9276,1.182,0.8794,1.0273,0.8284,0.9271,0.9904,1.0142,0.9949,0.6847,1.1114,1.1458,0.8095
2618,1-linolenoyl-GPC (18:3)*,Lipid,Lysophospholipid,45951,LC/MS Pos Late,100005350,1410,518.3241,,,C04100,HMDB0010388,0.9147,0.6113,1.013,1.0373,1.0561,0.6121,1.1808,0.8171,0.987,0.901,0.9003,1.0468,0.848,1.2928,1.1349,0.9125,1.1335,1.6265
2857,1-linolenoylglycerol (18:3),Lipid,Monoacylglycerol,34393,LC/MS Neg,100001435,6214,277.2173,53480978,124151-74-2,,HMDB0011569,1.4144,1.0191,1.4217,1.4745,0.8949,1.2536,1.3298,0.1812,0.2019,0.5335,1.0451,1.0749,0.6349,1.2738,0.3234,0.624,0.9809,0.8826
2365,1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4n6)*,Lipid,Phosphatidylcholine (PC),52710,LC/MS Pos Late,100009131,2000,806.5694,24778979,,C05208,HMDB0008147,0.7567,1.1364,0.8054,0.7585,0.9481,0.9266,1.2167,0.8918,0.8653,1.0061,1.0541,1.2386,1.0509,1.1008,0.8774,1.2718,0.9939,1.0658
2454,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,Lipid,Phosphatidylethanolamine (PE),53189,LC/MS Pos Late,100009222,2080,764.5225,348279332,,,HMDB0009102,1.0552,1.328,1.0483,0.5097,1.037,0.7996,1.0197,1.1609,1.3558,0.8666,0.9803,0.5988,0.8713,0.6215,1.1736,1.3145,0.5946,0.9395
2360,1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,Lipid,Phosphatidylcholine (PC),53176,LC/MS Pos Late,100009343,1939,780.5538,52922731,,,HMDB0008141,0.9972,1.2165,1.2238,0.6708,0.8959,0.9808,1.2302,0.8376,0.9015,1.035,1.2201,1.1432,0.9347,1.1967,0.583,1.0313,1.0028,0.7602
2587,1-linoleoyl-GPA (18:2)*,Lipid,Lysophospholipid,52690,LC/MS Neg,100009082,5483,433.2361,,,,HMDB0007856,0.5363,0.499,0.7032,0.8108,1.0802,0.9559,1.0951,3.6727,1.3225,1.4864,0.7343,1.6845,0.6048,1.0441,0.8316,0.4315,2.5321,1.6035
2616,1-linoleoyl-GPC (18:2),Lipid,Lysophospholipid,34419,LC/MS Pos Late,100001395,1465,520.3398,11988421,,C04100,HMDB0010386,0.9334,0.7856,0.9674,0.9661,0.9936,0.7692,1.1071,0.7535,1.0236,1.0245,1.0064,1.0909,1.0088,1.2237,0.8262,0.7631,1.103,1.2352
2673,1-linoleoyl-GPE (18:2)*,Lipid,Lysophospholipid,36600,LC/MS Pos Late,100001570,1482,478.2928,52925130,,,HMDB0011507,1.3364,1.1169,1.4673,1.0854,0.9709,0.7901,1.0478,0.6166,0.6267,0.7586,1.2838,0.9685,0.516,1.1984,0.6147,0.4852,1.229,1.0291
2715,1-linoleoyl-GPG (18:2)*,Lipid,Lysophospholipid,54885,LC/MS Neg,100009227,5516,507.2728,,,,,1.0451,0.8226,1.4493,1.4371,0.7746,0.9549,1.5162,0.8053,0.3994,0.735,1.0963,1.2722,0.5588,1.3567,0.6641,0.4068,1.2563,1.4344
2725,1-linoleoyl-GPI* (18:2)*,Lipid,Lysophospholipid,36594,LC/MS Neg,100001778,5494,595.2889,11124828,,,,1.2914,0.6575,1.4221,1.617,0.7386,0.7567,1.239,0.8525,0.6598,0.7705,1.1475,1.2612,0.6549,1.3388,0.6449,0.4715,1.2977,1.225
2856,1-linoleoylglycerol (18:2),Lipid,Monoacylglycerol,27447,LC/MS Neg,100001040,6477,279.2329,5283469,2277-28-3,,HMDB0011568,1.2907,1.106,1.4338,1.606,0.601,1.3568,1.3561,0.2503,0.1329,0.4005,0.9587,1.1632,0.4437,1.2049,0.2997,0.6668,1.0413,0.8173
91,1-methyl-4-imidazoleacetate,Amino Acid,Histidine Metabolism,32350,LC/MS Pos Early,100001208,2064,141.0659,75810,2625-49-2,C05828,HMDB0002820,0.9029,0.7204,0.5729,1.092,1.1308,0.9892,1.2404,1.4205,2.1284,1.3505,0.3598,1.2285,0.8301,1.0108,0.6947,0.2498,0.8659,1.3416
92,1-methyl-5-imidazoleacetate,Amino Acid,Histidine Metabolism,62946,LC/MS Pos Early,100002910,1989,141.0659,6451814,4200-48-0,,HMDB04988,0.8228,0.5242,0.8626,1.3103,1.7623,1.389,1.5174,1.8962,1.2513,1.194,0.4794,0.9849,0.904,1.0151,0.9587,0.4054,1.3403,0.949
4146,1-methyladenine,Nucleotide,"Purine Metabolism, Adenine containing",1527,LC/MS Pos Early,54,2133,150.0774,135398646,5142-22-3,C02216,HMDB0011599,1.2305,1.0132,0.4251,0.589,1.7627,0.8807,0.7042,0.9868,1.7546,0.4251,0.4251,0.4251,0.454,0.6981,0.4251,1.5032,1.3474,2.2705
90,1-methylhistamine,Amino Acid,Histidine Metabolism,43831,LC/MS Pos Early,100001204,3040,126.1026,3614,501-75-7,C05127,HMDB0000898,1.5183,1.0253,0.8582,0.9523,0.8125,1.1344,1.3086,2.6694,1.3603,1.1779,0.9747,0.8012,0.4561,0.7069,0.8681,1.1439,1.3388,0.4583
71,1-methylhistidine,Amino Acid,Histidine Metabolism,30460,LC/MS Neg,100001051,1227,168.0779,92105,332-80-9,C01152,HMDB0000001,1.0796,1.8606,1.1259,1.0846,0.9313,0.8882,1.1524,0.9824,1.1373,0.8548,0.8604,0.9264,1.0176,1.0569,0.5475,1.1021,0.701,0.6836
4314,1-methylnicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,27665,LC/MS Pos Early,55,1940,137.0709,457,1005-24-9,C02918,HMDB0000699,3.1787,2.3466,1.0281,0.6583,0.539,0.7245,1.0681,1.0128,1.1432,0.8361,1.2881,0.9872,0.6163,0.4935,0.9084,3.061,1.0806,0.8665
2266,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,Lipid,Phosphatidylcholine (PC),53195,LC/MS Pos Late,100009139,1950,754.5381,24778634,,,HMDB0007883,0.8491,0.9716,0.5231,0.7779,1.0428,0.7079,1.6092,0.9769,1.0369,0.6585,1.0231,0.9488,1.1161,1.0795,1.1771,1.1441,0.7711,1.2181
2262,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),19258,LC/MS Pos Late,100000672,2250,706.5381,129657,69525-80-0,,HMDB0007869,0.6215,0.9536,0.5927,0.7409,1.0609,0.7845,1.1889,1.0686,1.0042,0.6174,0.939,1.0727,1.0127,0.8989,1.0816,1.0438,0.9958,1.3852
2447,1-oleoyl-2-arachidonoyl-GPE (18:1/20:4)*,Lipid,Phosphatidylethanolamine (PE),55041,LC/MS Pos Late,100009219,2200,766.5381,348281223,,,HMDB0009069,0.6368,0.9916,0.6423,0.6117,1.2026,0.8631,1.3414,1.4612,1.4528,1.0084,0.8454,0.6686,1.1374,0.6258,1.222,1.787,1.0369,0.91
2561,1-oleoyl-2-arachidonoyl-GPI (18:1/20:4)*,Lipid,Phosphatidylinositol (PI),54994,LC/MS Pos Late,100010951,2568,902.5753,,,,,0.467,0.8465,0.5053,0.9978,1.0814,0.6555,1.4067,0.9046,1.1594,1.0022,0.8453,0.9093,1.294,1.026,1.2667,1.3756,0.7921,1.2881
2358,1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,Lipid,Phosphatidylcholine (PC),52697,LC/MS Pos Late,100009130,2100,832.5851,24778955,,,HMDB0008123,0.5727,1.0303,0.6549,0.8783,0.9559,0.8162,1.2803,1.1809,0.9855,0.8286,0.7208,1.033,1.1812,1.0145,1.0581,1.2854,0.9808,1.0363
2451,1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*,Lipid,Phosphatidylethanolamine (PE),53209,LC/MS Pos Late,100009220,2119,790.5381,52922113,,,HMDB0009078,0.5235,1.2812,0.5049,0.7308,1.0033,0.826,1.1896,1.3352,1.6916,1.0819,0.744,0.5858,1.3698,0.5948,1.2778,2.1762,0.7879,0.9967
2348,1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,Lipid,Phosphatidylcholine (PC),52453,LC/MS Pos Late,100008981,2250,784.5851,24778939,,,HMDB0008105,0.7755,0.9007,0.8437,0.876,1.0993,0.8773,1.2487,1.0272,1.0126,0.9874,0.8911,1.0201,1.1733,0.9336,1.3259,1.0867,0.7793,1.4045
2444,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,Lipid,Phosphatidylethanolamine (PE),52687,LC/MS Pos Late,100009078,2270,742.5381,9546753,,,HMDB0005349,0.6207,0.9995,0.6073,0.4825,1.3244,0.7731,1.4045,1.2737,1.4662,1.0806,0.7005,0.5405,1.0005,0.6245,1.2074,1.4489,0.8177,1.0676
2613,1-oleoyl-GPC (18:1),Lipid,Lysophospholipid,48258,LC/MS Pos Late,100001272,1540,522.3554,16081932,19420-56-5,C03916,HMDB0002815,0.6673,0.7572,0.6599,1.1499,0.9977,0.5235,1.3665,0.8294,1.1444,0.9608,0.9892,0.9893,1.1077,1.1259,1.0437,1.079,1.0997,1.0023
2671,1-oleoyl-GPE (18:1),Lipid,Lysophospholipid,35628,LC/MS Pos Late,100001569,1554,480.3085,9547071,89576-29-4,,HMDB0011506,0.9054,0.923,0.9409,1.0709,1.0954,0.6814,1.3778,0.8433,0.8889,0.9572,1.156,0.9615,0.9508,1.0385,1.1865,1.1786,1.0991,1.2525
2723,1-oleoyl-GPI (18:1),Lipid,Lysophospholipid,36602,LC/MS Neg,100001777,5599,597.3045,86289645,,,HMDB0061693,0.9187,0.6851,0.6851,1.4645,0.8697,0.6851,1.5316,1.2843,1.4157,0.8841,1,0.6851,0.7553,1.3349,0.9548,0.6851,0.6851,1.9871
2855,1-oleoylglycerol (18:1),Lipid,Monoacylglycerol,21184,LC/MS Neg,100000924,6650,281.2486,5283468,111-03-5,,HMDB0011567,1.5125,0.9684,1.7861,2.1416,0.866,1.0536,1.7068,0.5244,0.2925,0.4906,1.0316,1.9187,0.5525,1.326,0.4161,0.9281,1.1382,0.8626
2310,1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*,Lipid,Phosphatidylcholine (PC),53180,LC/MS Pos Late,100009345,1900,754.5381,52922452,,,HMDB0008008,0.2831,0.6518,0.4896,0.95,1.1303,0.7202,1.7627,0.8884,1.395,0.997,1.0934,1.087,1.2077,1.529,0.838,1.3708,0.9972,1.0028
2309,1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,Lipid,Phosphatidylcholine (PC),52683,LC/MS Pos Late,100009075,2050,756.5538,24778768,,,HMDB0008006,0.5192,0.8115,0.5484,0.9131,0.9304,0.729,1.6636,0.9628,1.1212,0.9866,1.0701,1.1432,1.1463,1.2988,0.8694,1.3255,1.0857,1.0134
2602,1-palmitoleoyl-GPC* (16:1)*,Lipid,Lysophospholipid,33230,LC/MS Pos Late,100001511,1450,494.3241,24779461,,,HMDB0010383,0.5732,0.6052,0.5655,1.331,1.0164,0.434,1.4228,0.7131,1.174,0.8006,0.9148,0.9989,1.0011,1.2139,1.4007,1.1825,0.9258,1.339
2852,1-palmitoleoylglycerol (16:1)*,Lipid,Monoacylglycerol,52431,LC/MS Neg,100008952,6094,253.2173,,,,,1.5582,0.8847,1.6044,2.2827,1.1955,0.998,2.4622,0.294,0.2531,0.446,1.1587,1.5165,0.6399,1.6762,0.2926,0.8277,1.002,0.9054
2297,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),Lipid,Phosphatidylcholine (PC),52462,LC/MS Pos Late,100008914,2200,782.5694,10747814,35418-58-7,C05208,HMDB0007982,0.7635,1.1616,0.8714,0.9857,1.0207,0.8768,1.1795,0.8611,0.9715,1.074,0.8871,1.183,1.1071,1.1451,0.8539,1.3032,0.9888,1.0112
2416,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,Lipid,Phosphatidylethanolamine (PE),52464,LC/MS Pos Late,100008990,2250,740.5225,9546800,,C05210,HMDB0005323,0.7358,0.9645,0.6964,0.7798,1.6815,0.9281,1.7241,1.4785,1.9244,1.0355,0.8255,0.7322,1.3866,0.7203,1.0383,1.9201,1.2626,0.7694
2539,1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,Lipid,Phosphatidylinositol (PI),52467,LC/MS Pos Late,100008993,2567,876.5597,,,,HMDB0009789,0.9296,0.9852,0.7752,1.3641,1.3434,0.6504,1.7009,0.8978,1.4776,1.0143,0.9447,1.0614,1.3775,1.1434,0.7651,1.3006,0.9857,0.7319
2293,1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*,Lipid,Phosphatidylcholine (PC),52454,LC/MS Pos Late,100008985,2285,784.5851,,,,,0.6859,0.8421,0.679,1.0472,0.9056,0.7039,1.2821,1.0158,1.1432,1.0068,0.9121,1.0458,1.0669,1.0667,0.7761,1.2534,0.9932,0.8331
2303,1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6),Lipid,Phosphatidylcholine (PC),52610,LC/MS Pos Late,100008915,2055,806.5694,6441886,59403-54-2,,HMDB0007991,0.9177,1.1709,0.9141,1.0691,0.9916,0.9369,1.1475,0.9544,1.0084,0.9173,0.9495,1.1858,1.1178,1.1372,0.8332,1.298,1.1247,0.886
2418,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),52465,LC/MS Pos Late,100008991,2160,764.5225,9546799,,,HMDB0008946,0.5006,1.1749,0.4154,0.8404,1.1062,0.9358,1.1562,1.1049,1.6041,1.1068,0.5708,0.7215,1.4321,0.7572,0.8516,2.1135,1.0642,0.7384
2289,1-palmitoyl-2-gamma-linolenoyl-GPC (16:0/18:3n6)*,Lipid,Phosphatidylcholine (PC),54812,LC/MS Pos Late,100009154,2110,756.5538,24778699,,,HMDB0007974,0.9288,0.7698,1.0384,1.1704,1.2409,0.6735,1.6682,0.9935,1.2485,0.909,0.9038,0.9017,1.0065,1.2107,0.8674,1.5637,1.0678,0.8218
2286,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Lipid,Phosphatidylcholine (PC),42446,LC/MS Pos Late,1537,2160,758.5694,5287971,40811-94-7,,HMDB0007973,0.9782,1.0896,0.9479,0.9854,1.0093,0.8655,1.0554,0.8597,1.0744,1.027,0.9537,1.0806,1.0662,1.0958,0.7873,1.1753,0.9907,0.9482
2410,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Lipid,Phosphatidylethanolamine (PE),42449,LC/MS Pos Late,100001870,2350,716.5225,9546747,,,HMDB0005322,0.8385,1.1071,0.6967,0.6955,1.7559,0.8494,1.7357,1.3434,1.8378,1.2108,0.8375,0.6801,1.1879,0.7796,0.8929,1.6788,1.1179,0.8085
